STD_NO,111023,111033,111512,112063,112123,112532,113133,113233,113353,113443,113542,113552,114353,114363,114492,114643,123483,124463,134773,141403,141412,142603,142612,142703,142712,143303,143312,143503,143513,143573,143623,143643,144523,144553,144563,144583,144653,144663,144673,144693,201323,201333,201343,202003,202333,202343,202513,31019,31029,311113,311213,311303,311513,311523,31161,312523,312553,312603,312613,312643,312713,313113,313513,313523,313613,31373,gender_encoded,tawjihi_country_encoded,TAWJIH_GPA,tawjihi_branch_encoded,Cluster
313134,35.0,0.0,0.0,35.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,2.0,86.0,0.0,1
318942,0.0,0.0,0.0,51.0,50.0,51.0,50.0,55.0,55.0,0.0,0.0,0.0,0.0,59.0,0.0,52.0,60.0,0.0,0.0,55.0,0.0,50.0,50.0,60.0,0.0,57.0,0.0,57.0,50.0,76.0,52.0,50.0,35.0,0.0,60.0,0.0,68.0,0.0,0.0,74.0,58.0,50.0,50.0,71.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,35.0,1.0,3.0,72.0,5.0,0
324629,54.0,70.0,80.0,61.0,54.0,62.0,52.0,65.0,50.0,0.0,70.0,51.0,0.0,35.0,67.0,50.0,0.0,35.0,0.0,70.0,0.0,62.0,55.0,55.0,0.0,52.0,0.0,54.0,68.0,87.0,62.0,67.0,55.0,0.0,0.0,0.0,54.0,35.0,0.0,60.0,77.0,83.0,79.0,68.0,90.0,53.0,0.0,60.0,65.0,65.0,74.0,82.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,77.0,76.0,0.0,0.0,0.0,0.0,1.0,2.0,87.0,4.0,0
325080,54.0,51.0,69.0,70.0,68.0,98.0,0.0,72.0,60.0,0.0,75.0,70.0,0.0,78.0,0.0,45.0,65.0,0.0,0.0,63.0,0.0,73.0,55.0,53.0,0.0,59.0,0.0,53.0,0.0,82.0,58.0,58.0,0.0,0.0,82.0,0.0,35.0,35.0,0.0,0.0,56.0,51.0,72.0,87.0,68.0,50.0,0.0,0.0,0.0,68.0,84.0,78.0,63.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,78.0,78.0,0.0,0.0,67.0,0.0,1.0,2.0,81.0,1.0,0
325201,99.0,100.0,95.0,84.0,72.0,100.0,83.0,84.0,85.0,0.0,94.0,94.0,0.0,90.0,0.0,0.0,0.0,85.0,80.0,93.0,0.0,94.0,97.0,95.0,0.0,94.0,0.0,85.0,90.0,98.0,94.0,93.0,86.0,0.0,98.0,0.0,90.0,0.0,0.0,0.0,75.0,83.0,88.0,97.0,100.0,71.0,96.0,51.0,0.0,74.0,84.0,0.0,88.0,0.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0,95.0,1.0,0
325454,63.0,67.0,75.0,50.0,50.0,50.0,50.0,64.0,52.0,0.0,72.0,60.0,0.0,0.0,65.0,0.0,50.0,0.0,51.0,78.0,0.0,58.0,56.0,55.0,0.0,62.0,0.0,51.0,42.0,84.0,63.0,59.0,0.0,0.0,70.0,0.0,50.0,0.0,0.0,59.0,0.0,0.0,56.0,83.0,35.0,64.0,0.0,0.0,0.0,69.0,0.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,35.0,1.0,10.0,88.0,5.0,0
325927,59.0,63.0,55.0,58.0,58.0,60.0,42.0,50.0,58.0,0.0,50.0,50.0,0.0,43.0,0.0,42.0,65.0,50.0,52.0,73.0,0.0,67.0,35.0,77.0,0.0,50.0,0.0,35.0,36.0,0.0,50.0,69.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,82.0,86.0,81.0,84.0,74.0,36.0,0.0,0.0,0.0,66.0,65.0,98.0,85.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,69.0,0.0,60.0,55.0,0.0,1.0,3.0,76.0,5.0,0
326400,52.0,70.0,73.0,62.0,55.0,70.0,35.0,64.0,67.0,0.0,84.0,58.0,0.0,65.0,79.0,0.0,0.0,0.0,51.0,73.0,0.0,76.0,56.0,61.0,0.0,69.0,0.0,57.0,50.0,82.0,68.0,71.0,50.0,0.0,0.0,0.0,64.0,39.0,0.0,0.0,73.0,64.0,66.0,80.0,64.0,38.0,0.0,63.0,71.0,65.0,95.0,62.0,82.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35.0,1.0,10.0,88.0,5.0,0
326576,61.0,50.0,58.0,55.0,55.0,58.0,40.0,50.0,35.0,0.0,73.0,38.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,67.0,0.0,43.0,57.0,0.0,0.0,51.0,0.0,0.0,35.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,61.0,39.0,85.0,35.0,35.0,0.0,56.0,0.0,88.0,71.0,77.0,90.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,83.0,0.0,0.0,1.0,2.0,76.0,1.0,3
